sr_no,work_category,work_description,state,ida_agency,work_description,mp_name,constituency,image,completion_date,expenditure_amount
15244,Normal/Others,construction of footpath interlocks on both sides from Dr BR Ambedkar circle to huchhalamma temple road ward no 6 kollegala town .,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),construction of footpath interlocks on both sides from Dr BR Ambedkar circle to huchhalamma temple road ward no 6 kollegala town .,Sunil Bose,CHAMARAJANAGAR(SC),Images,2026-08-20,1000000.0
15245,Normal/Others,Supply of Books in SMC UHS PUTULBONA,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMC UHS PUTULBONA,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15246,Normal/Others,Construction of boundary wall for parvathi temple in ward no 13 chamarajanagar town,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),Construction of boundary wall for parvathi temple in ward no 13 chamarajanagar town,Sunil Bose,CHAMARAJANAGAR(SC),Images,2026-08-13,700000.0
15247,Normal/Others,"Construction of Drainage System, CC Road and Pathways, Executive Agency - Chairman suri Municipality",West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),"Construction of Drainage System, CC Road and Pathways, Executive Agency - Chairman suri Municipality",Satabdi Roy (Banerjee),BIRBHUM,Images,2026-08-21,897870.0
15248,Normal/Others,Supply of Books in SMC UHS BABUPUR,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMC UHS BABUPUR,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15249,Normal/Others,"Laying of 100 Meters CC road from Chinnireddy Srinivas Reddy House to Main road Nallacheruvupalli Village, Vemula Mandal",Andhra Pradesh,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),"Laying of 100 Meters CC road from Chinnireddy Srinivas Reddy House to Main road Nallacheruvupalli Village, Vemula Mandal",Y S Avinash Reddy,KADAPA,Images,2025-09-10,489177.0
15250,Normal/Others,Construction of boundary wall for shadi mahal at cowdalli village Kollegal Taluk,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),Construction of boundary wall for shadi mahal at cowdalli village Kollegal Taluk,Sunil Bose,CHAMARAJANAGAR(SC),Images,2026-08-23,1000000.0
15251,Normal/Others,"Providing High Mast Light at Ward No.23. Thirukalimedu, Nethaji Nagar, Kanchipuram Corporation",Tamil Nadu,Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),"Providing High Mast Light at Ward No.23. Thirukalimedu, Nethaji Nagar, Kanchipuram Corporation",Ganesan Selvam,KANCHEEPURAM(SC),Images,2025-09-10,730787.0
15252,Normal/Others,SUPPLY AND INSTALLATION OF 39 NOS 7 MTR LONG SWAGGED STEEL TUBULAR POLE WITH 100 WATT LED STREET LIGHT AT KANTHALIA MORE TO SONEPUR IN MOUZA KATHALIA IN BHOGALI GP UNDER BHANGAR II PS UNDER BHANGAR AC,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SUPPLY AND INSTALLATION OF 39 NOS 7 MTR LONG SWAGGED STEEL TUBULAR POLE WITH 100 WATT LED STREET LIGHT AT KANTHALIA MORE TO SONEPUR IN MOUZA KATHALIA IN BHOGALI GP UNDER BHANGAR II PS UNDER BHANGAR AC,Sayani Ghosh,JADAVPUR,,2025-09-10,1279779.0
15253,Trust And Society,SIHORI PRADESH KELAVANI MANDAL SANCHALIT SHETH SHRI M.V.VALANI HIGHSCHOOL -SHIHORI MA PRATHANA SHED WORK,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),SIHORI PRADESH KELAVANI MANDAL SANCHALIT SHETH SHRI M.V.VALANI HIGHSCHOOL -SHIHORI MA PRATHANA SHED WORK,Bharatsinhji Shankarji Dabhi,PATAN,Images,2025-09-23,500000.0
15254,Normal/Others,"Purchase of Smart Class Board for the Government Girls Higher Secondary School, Manapparai (Ward no 24)",Tamil Nadu,TIRUCHIRAPPALLI(DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA),"Purchase of Smart Class Board for the Government Girls Higher Secondary School, Manapparai (Ward no 24)",S Jothimani,KARUR,,2025-09-11,199500.0
15255,Normal/Others,"To provide one Tri-Wheeler Motorised bike to Shri. Rosy Fernandes resident of Sao Jose De Areal (Ct), Igorjewaddo, Velim who is a Differently abled individual under the MPLADS Fund.",Goa,SOUTH GOA(DISTRICT COLLECTOR SOUTH GOA_IDA),"To provide one Tri-Wheeler Motorised bike to Shri. Rosy Fernandes resident of Sao Jose De Areal (Ct), Igorjewaddo, Velim who is a Differently abled individual under the MPLADS Fund.",Captain Viriato Fernandes,SOUTH GOA,,2025-11-07,102233.0
15256,Normal/Others,Drilling of borewells and handpump at BC colony dharmaram,Telangana,PEDDAPALLI(District Collector Peddapally_IDA),Drilling of borewells and handpump at BC colony dharmaram,Vamsi Krishna Gaddam,PEDDAPALLE,Images,2025-09-10,124163.0
15257,Normal/Others,To provide one Tri-Wheeler Motorised bike to Shri. Perpetuo Basilio Do Rosario Fernandes who is a Differently abled individual under the MPLADS Fund.,Goa,SOUTH GOA(DISTRICT COLLECTOR SOUTH GOA_IDA),To provide one Tri-Wheeler Motorised bike to Shri. Perpetuo Basilio Do Rosario Fernandes who is a Differently abled individual under the MPLADS Fund.,Captain Viriato Fernandes,SOUTH GOA,,2025-11-07,102233.0
15258,Normal/Others,"To provide one Tri-Wheeler Motorised bike to Shri. Rajesh Kamlask Kamat resident of Barcem,Velipwada Quepem who is a Differently abled individual under the MPLADS Fund.",Goa,SOUTH GOA(DISTRICT COLLECTOR SOUTH GOA_IDA),"To provide one Tri-Wheeler Motorised bike to Shri. Rajesh Kamlask Kamat resident of Barcem,Velipwada Quepem who is a Differently abled individual under the MPLADS Fund.",Captain Viriato Fernandes,SOUTH GOA,,2025-11-07,102234.0
15259,Normal/Others,To Provide one Motorised Tricycle to Mr. Deepak Anand Mestri who is a differently able person under MPLADS.,Goa,SOUTH GOA(DISTRICT COLLECTOR SOUTH GOA_IDA),To Provide one Motorised Tricycle to Mr. Deepak Anand Mestri who is a differently able person under MPLADS.,Captain Viriato Fernandes,SOUTH GOA,,2026-01-16,102234.0
15260,Normal/Others,Provision of science laboratory equipment to Vellakovil Government Higher Secondary School (2025-26),Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),Provision of science laboratory equipment to Vellakovil Government Higher Secondary School (2025-26),K E Prakash,ERODE,,2025-09-10,624861.0
15261,Normal/Others,Providing science laboratory equipment to Muttur Government Higher Secondary School (2025-26),Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),Providing science laboratory equipment to Muttur Government Higher Secondary School (2025-26),K E Prakash,ERODE,,2025-09-10,624861.0
15262,Normal/Others,L.No. 177 Dt. 07.10.24 Gram Panchayat Pouni ke pouni,Madhya Pradesh,BETUL(DISTRICT COLLECTOR BETUL_IDA),L.No. 177 Dt. 07.10.24 Gram Panchayat Pouni ke pouni,Durga Das Uikey,BETUL(ST),Images,2026-01-27,259942.0
15263,Normal/Others,Drilling of borewell and handpump at SC Colony Dharamaram,Telangana,PEDDAPALLI(District Collector Peddapally_IDA),Drilling of borewell and handpump at SC Colony Dharamaram,Vamsi Krishna Gaddam,PEDDAPALLE,Images,2025-09-10,200000.0
15264,Normal/Others,Providing Cement Concrete Pavement at Kilnarma Panchayat,Tamil Nadu,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),Providing Cement Concrete Pavement at Kilnarma Panchayat,Tharaniventhan M S,ARANI,Images,2025-09-16,199980.0
15265,Normal/Others,L.No.177 dt. 07.10.24 Gram Panchayat Ambada ke NH jod par,Madhya Pradesh,BETUL(DISTRICT COLLECTOR BETUL_IDA),L.No.177 dt. 07.10.24 Gram Panchayat Ambada ke NH jod par,Durga Das Uikey,BETUL(ST),Images,2026-01-27,259942.0
15266,Normal/Others,L.No. 177 Dt 07.10.24 Gram panchayat devgaon ke chevgaon me,Madhya Pradesh,BETUL(DISTRICT COLLECTOR BETUL_IDA),L.No. 177 Dt 07.10.24 Gram panchayat devgaon ke chevgaon me,Durga Das Uikey,BETUL(ST),Images,2026-01-27,259942.0
15267,Normal/Others,"Construction of Drama Stage at Padunelli Panchayat, Walajabad Panchayat Union.",Tamil Nadu,Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),"Construction of Drama Stage at Padunelli Panchayat, Walajabad Panchayat Union.",Ganesan Selvam,KANCHEEPURAM(SC),Images,2025-09-10,999058.0
15268,Normal/Others,L.No. 177 Dt. 07.10.24 Gram Panchayat Khatedakala ke khetedakala me,Madhya Pradesh,BETUL(DISTRICT COLLECTOR BETUL_IDA),L.No. 177 Dt. 07.10.24 Gram Panchayat Khatedakala ke khetedakala me,Durga Das Uikey,BETUL(ST),Images,2026-01-27,259942.0
15269,Normal/Others,L.No. 177 Dt. 07.10.24 Gram Panchayat jam ke jam me,Madhya Pradesh,BETUL(DISTRICT COLLECTOR BETUL_IDA),L.No. 177 Dt. 07.10.24 Gram Panchayat jam ke jam me,Durga Das Uikey,BETUL(ST),Images,2026-01-27,259942.0
15270,Normal/Others,"Providing Pipe Line Work Dinnemeedhapalli H.W, Galivaripalli G.P",Andhra Pradesh,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),"Providing Pipe Line Work Dinnemeedhapalli H.W, Galivaripalli G.P",Midhun Reddy,RAJAMPET,Images,2025-09-10,149455.0
15271,Normal/Others,Providing Pipe Line at Thippamagaripalli Village Galivaripalli G.P,Andhra Pradesh,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Providing Pipe Line at Thippamagaripalli Village Galivaripalli G.P,Midhun Reddy,RAJAMPET,Images,2025-09-10,197470.0
15272,Normal/Others,Drilling of Borewell and Fixing of 1.0 HP pumpset at K. Raju (H) in Akula Thanda Village,Telangana,WARANGAL(District Collector Warangal_IDA),Drilling of Borewell and Fixing of 1.0 HP pumpset at K. Raju (H) in Akula Thanda Village,Balram Naik Porika,MAHABUBABAD,Images,2025-09-10,128268.0
15273,Normal/Others,Const. of street from PWD road to BPL Colony,Haryana,REWARI(District Commissioner Rewari),Const. of street from PWD road to BPL Colony,Rao Inderjit Singh,GURGAON,Images,2026-04-17,1492000.0
15274,Normal/Others,Construction of community hall (Honnalambika Samudhaya Bhavana) at Hyati village of koppal taluk under koppal parliamentary constituency.,Karnataka,KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),Construction of community hall (Honnalambika Samudhaya Bhavana) at Hyati village of koppal taluk under koppal parliamentary constituency.,K. Rajashekar Basavaraj Hitnal,KOPPAL,Images,2025-11-17,496801.0
15275,Normal/Others,"GRAM PANCHYAT FULET KE PANCHYAT BHWAN ME TIN SHED NIRMAN KARY,",Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),"GRAM PANCHYAT FULET KE PANCHYAT BHWAN ME TIN SHED NIRMAN KARY,",Mala Rajya Laxmi Shah,TEHRI GARHWAL,,2025-09-15,149324.0
15276,Normal/Others,Construction of CC Road from InugantiAdhilaxmi House to Palisetti Venkatamma House at Ambedkar Colony in ward No.10 of Bobbili Municipality,Andhra Pradesh,VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),Construction of CC Road from InugantiAdhilaxmi House to Palisetti Venkatamma House at Ambedkar Colony in ward No.10 of Bobbili Municipality,Appalanaidu Kalisetti,VIZIANAGARAM,Images,2025-11-21,277381.0
15277,Normal/Others,CC Road work connecting old Holi Chowk to Chauhan phaliya in Nathavas village,Gujarat,ARVALLI(DISTRICT COLLECTOR ARVALLI_IDA),CC Road work connecting old Holi Chowk to Chauhan phaliya in Nathavas village,Shobhanaben Mahendrasinh Baraiya,SABARKANTHA,Images,2025-09-11,200000.0
15278,Normal/Others,Drilling of Bore Well Near Smashanavatika road at Bilnayak Thanda,Telangana,WARANGAL(District Collector Warangal_IDA),Drilling of Bore Well Near Smashanavatika road at Bilnayak Thanda,Balram Naik Porika,MAHABUBABAD,Images,2025-09-11,31671.0
15279,Normal/Others,"Construction of Boundary Wall and Improvement of ground of Belda Stadium at mouza -Susindaa JL. No. 320, Plot No. 422, 423, 427, 428, 429, 430, 431, 437, 438, 442.",West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),"Construction of Boundary Wall and Improvement of ground of Belda Stadium at mouza -Susindaa JL. No. 320, Plot No. 422, 423, 427, 428, 429, 430, 431, 437, 438, 442.",June Maliah,MEDINIPUR,Images,2026-01-17,5970760.0
15280,Normal/Others,Drilling of Borewell and Fixing of Hand pumpset near Vankudoth Samya (H) at Enugal Thanda Village,Telangana,WARANGAL(District Collector Warangal_IDA),Drilling of Borewell and Fixing of Hand pumpset near Vankudoth Samya (H) at Enugal Thanda Village,Balram Naik Porika,MAHABUBABAD,Images,2025-09-11,73848.0
15281,Normal/Others,"INSTALLATION OF SOLAR STREET LIGHT IN MANAPUR G.P. AT BODARA WARD NO 7, TWO NOS. 28000, EACH",Odisha,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),"INSTALLATION OF SOLAR STREET LIGHT IN MANAPUR G.P. AT BODARA WARD NO 7, TWO NOS. 28000, EACH",Bhartruhari Mahtab,CUTTACK,Images,2025-09-11,56000.0
15282,Normal/Others,Construction of Compound Wall at Muslim Burial Ground in Dorathopu Colony in Division No.1 of Nellore Municipal Corporation,Andhra Pradesh,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Construction of Compound Wall at Muslim Burial Ground in Dorathopu Colony in Division No.1 of Nellore Municipal Corporation,Prabhakar Reddy Vemireddy,NELLORE(SC),,2025-09-11,917664.0
15283,Normal/Others,Purchase of one (1) Critical Care Mobile Medical Van to District Ramban,Jammu and Kashmir,RAMBAN(Deputy Commissioner Ramban_IDA),Purchase of one (1) Critical Care Mobile Medical Van to District Ramban,Jitendra Singh,UDHAMPUR,,2025-09-15,7850000.0
15284,Normal/Others,"CONSTRUCTION OF INTERLOCKING ROAD AND DRAIN FROM RANJIT SINGH KE DERA , AEHRO ROAD SE TOWARDS MAZAR IN THE VILLAGE OF BANS KHERA BLOCK BILASPUR (I.A. RED RAMPUR)",Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),"CONSTRUCTION OF INTERLOCKING ROAD AND DRAIN FROM RANJIT SINGH KE DERA , AEHRO ROAD SE TOWARDS MAZAR IN THE VILLAGE OF BANS KHERA BLOCK BILASPUR (I.A. RED RAMPUR)",Mohibbullah,RAMPUR,,2025-09-11,959316.0
15285,Normal/Others,"INSTALLATION OF SOLAR STREET LIGHT IN MANAPUR G.P. AT AINIPUR WARD NO. 12,13 FIVE NOS. EACH 28000",Odisha,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),"INSTALLATION OF SOLAR STREET LIGHT IN MANAPUR G.P. AT AINIPUR WARD NO. 12,13 FIVE NOS. EACH 28000",Bhartruhari Mahtab,CUTTACK,Images,2025-09-11,140000.0
15286,Normal/Others,"Construction of OHT 10000 lits in Koneripatti, Sangakiri Assembly Constituency in Salem dist",Tamil Nadu,SALEM(DISTRICT COLLECTOR SALEM_IDA),"Construction of OHT 10000 lits in Koneripatti, Sangakiri Assembly Constituency in Salem dist",V S Matheswaran,NAMAKKAL,Images,2026-08-25,1052845.0
15287,Normal/Others,CONSTRUCTION OF CC ROAD AND DRAIN FROM ISRAR’S HOUSE TOWARDS UMAR MASJID IN THE VILLAGE OF JHURAK JHUNDI BLOCK SAIDNAGAR (I.A. RED RAMPUR),Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),CONSTRUCTION OF CC ROAD AND DRAIN FROM ISRAR’S HOUSE TOWARDS UMAR MASJID IN THE VILLAGE OF JHURAK JHUNDI BLOCK SAIDNAGAR (I.A. RED RAMPUR),Mohibbullah,RAMPUR,,2025-09-11,998570.0
15288,Normal/Others,Drilling of Borewell and Fixing of Hand pumpset near infront of MB tank at Kondasamudram Thanda of Enugal Thanda Village,Telangana,WARANGAL(District Collector Warangal_IDA),Drilling of Borewell and Fixing of Hand pumpset near infront of MB tank at Kondasamudram Thanda of Enugal Thanda Village,Balram Naik Porika,MAHABUBABAD,Images,2025-09-11,75201.0
15289,Normal/Others,Construction of CC Road from Damma Pushapalatha House to Vajji Madhu House at Ambedkar Colony in ward No.10 of Bobbili Municipality,Andhra Pradesh,VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),Construction of CC Road from Damma Pushapalatha House to Vajji Madhu House at Ambedkar Colony in ward No.10 of Bobbili Municipality,Appalanaidu Kalisetti,VIZIANAGARAM,Images,2025-11-21,269514.0
15290,Normal/Others,CONSTRUCTION OF CC ROAD AND DRAIN FROM MAIN CHORAHA TOWARDS MOHD UMAR’S HOUSE IN THE VILLAGE OF JATPURA BLOCK SAIDNAGAR (I.A. RED RAMPUR),Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),CONSTRUCTION OF CC ROAD AND DRAIN FROM MAIN CHORAHA TOWARDS MOHD UMAR’S HOUSE IN THE VILLAGE OF JATPURA BLOCK SAIDNAGAR (I.A. RED RAMPUR),Mohibbullah,RAMPUR,,2025-09-11,799611.0
15291,Normal/Others,Drilling of Bore well and Fixing of 2.0HP Pumpset Bora Apparao(H) Marri Narsaiahoally at Laknepally(V),Telangana,WARANGAL(District Collector Warangal_IDA),Drilling of Bore well and Fixing of 2.0HP Pumpset Bora Apparao(H) Marri Narsaiahoally at Laknepally(V),Balram Naik Porika,MAHABUBABAD,Images,2025-09-11,135457.0
15292,Normal/Others,Construction of CC Road from Karri kumar vacant land to Bonthu Uma Maheswari house House at Ambedkar Colony in ward No.10 of Bobbili Municipality,Andhra Pradesh,VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),Construction of CC Road from Karri kumar vacant land to Bonthu Uma Maheswari house House at Ambedkar Colony in ward No.10 of Bobbili Municipality,Appalanaidu Kalisetti,VIZIANAGARAM,Images,2025-11-21,289923.0
15293,Normal/Others,CONSTRUCTION OF CC ROAD AND DRAIN FROM MEHNDI'S HOUSE TOWARDS HAJI ZAKIR’S HOUSE IN THE VILLAGE OF LAKHAMAN NAGLA BLOCK SUAR (I.A. RED RAMPUR),Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),CONSTRUCTION OF CC ROAD AND DRAIN FROM MEHNDI'S HOUSE TOWARDS HAJI ZAKIR’S HOUSE IN THE VILLAGE OF LAKHAMAN NAGLA BLOCK SUAR (I.A. RED RAMPUR),Mohibbullah,RAMPUR,,2025-09-11,449777.0
15294,Normal/Others,Construction of CC Road from Karri Pydiraju house to karrikumar House at Ambedkar Colony in ward No.10 of Bobbili Municipality,Andhra Pradesh,VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),Construction of CC Road from Karri Pydiraju house to karrikumar House at Ambedkar Colony in ward No.10 of Bobbili Municipality,Appalanaidu Kalisetti,VIZIANAGARAM,Images,2025-11-21,285566.0
15295,Normal/Others,Construction of CC Road from Karri Satyam House to Karri Trinadha House at Ambedkar Colony in ward No.10 of Bobbili Municipality,Andhra Pradesh,VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),Construction of CC Road from Karri Satyam House to Karri Trinadha House at Ambedkar Colony in ward No.10 of Bobbili Municipality,Appalanaidu Kalisetti,VIZIANAGARAM,Images,2025-11-21,273273.0
15296,Normal/Others,Contruction of CC Road from Mamidi Ganesh House to Pyla Ramu House at Ambedkar Colony in ward No.10 of Bobbili Municipality,Andhra Pradesh,VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),Contruction of CC Road from Mamidi Ganesh House to Pyla Ramu House at Ambedkar Colony in ward No.10 of Bobbili Municipality,Appalanaidu Kalisetti,VIZIANAGARAM,Images,2025-11-21,341753.0
15297,Normal/Others,Sinking of Tube well at Uttar Malancha Beria near the house of Bhupal Mandal,West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),Sinking of Tube well at Uttar Malancha Beria near the house of Bhupal Mandal,Sajda Ahmed,ULUBERIA,Images,2025-09-11,129870.0
15298,Normal/Others,SUPPLY AND INSTALLATION OF 26 NOS 7 MTR LONG SWAGGED STEEL TUBULAR POLE WITH 100 WATT LED STREET LIGHT AT SHANPUKUR BAZAR IN MOUZA SHANPUKUR IN SHANPUKUR GP UNDER BHANGAR II PS UNDER BHANGAR AC,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SUPPLY AND INSTALLATION OF 26 NOS 7 MTR LONG SWAGGED STEEL TUBULAR POLE WITH 100 WATT LED STREET LIGHT AT SHANPUKUR BAZAR IN MOUZA SHANPUKUR IN SHANPUKUR GP UNDER BHANGAR II PS UNDER BHANGAR AC,Sayani Ghosh,JADAVPUR,,2025-09-11,858003.0
15299,Normal/Others,GI FIREFIGHTER TANKER WATER SYSTEM CAPACITY 5000 LITERS,Madhya Pradesh,BHIND(DISTRICT COLLECTOR BHIND_IDA),GI FIREFIGHTER TANKER WATER SYSTEM CAPACITY 5000 LITERS,Sandhya Ray,BHIND(SC),Images,2025-12-18,199604.0
15300,Repair And Renovation,SUPPLY AND INSTALLATION OF 26 NOS 7 MTR LONG SWAGGED STEEL TUBULAR POLE WITH 100 WATT LED STREET LIGHT AT SONPUR BAZAR TO KASHIPUR POLICE STATION IN MOUZA BHAGWANPUR IN SHANPUKUR GP UNDER BHANGAR II PS UNDER BHANGAR AC,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SUPPLY AND INSTALLATION OF 26 NOS 7 MTR LONG SWAGGED STEEL TUBULAR POLE WITH 100 WATT LED STREET LIGHT AT SONPUR BAZAR TO KASHIPUR POLICE STATION IN MOUZA BHAGWANPUR IN SHANPUKUR GP UNDER BHANGAR II PS UNDER BHANGAR AC,Sayani Ghosh,JADAVPUR,,2025-09-11,858151.0
